Reference ID,Job Profile Name,Created Effective Date,Inactive,Include Job Code in Name,Private Title,Job Profile Summary,Job Description,Additional Job Description,Work Shift Required,Is Job Public,Job Families on Job Profile
Senior_Benefits_Analyst,Senior Benefits Analyst,1/1/2000,n,,,"Coordinates with the medical, dental, FSA, LTC, LTD, STD carriers and other insurance carriers (both domestic and international) to ensure the proper insurance program information is maintained in their records as well as employee and partner data; handles inquiries, requests and researches insurance-related issues. Responsible for analyzing and assisting in the administration of employee benefit plans, evaluating and comparing existing benefits.",,,,Yes,HR_Benefits,,
Senior_Payroll_Specialist,Senior Payroll Specialist,1/1/2000,n,,,"Responsible for payroll administration including processing and reconciling semi-monthly payroll from time sheets, preparing and auditing payroll-related reports to include vacation and sick time accruals, benefit accruals and 401(k) contributions and satisfying government requirements for payroll taxes.",,,,Yes,HR_Payroll,,
Senior_Recruiter,Senior Recruiter,1/1/2000,n,,,"Responsible for partnering with hiring managers and HR teammates to seek out, assess, attract and hire the best talent - both internally and externally - for both exempt and non-exempt positions.  Concentration will be on more complex/higher level recruitment efforts.","Responsibilities: 
Responsible for driving all aspects of the recruiting process by building strong relationships with human resource leaders, hiring managers, and senior leadership. The Recruiter is responsible to develop strategies for job specific hiring needs within tight time frames. Manages all requisition related activities with a strong focus on quality of hire and time to fill. 
Sources, screens and interviews candidates from both internal and external sources
Develops applicant flow for key positions. Develops and implements sources for applicants using internet sourcing, employee referral programs, job fairs, trade fairs, associations, etc.
Utilizes advertisements in appropriate media and trade journals and social networking sites to attract candidates for all positions as needed.
Participate in and attend job fairs, networking events as a means to obtain a strong pipeline of candidates and to effectively meet hiring needs and business initiatives.
Consults with Talent Acquisition Manager and HRBP on current and future staffing needs for key or high-level professional positions to identify job requirements, potential applicants, and interview guides proactively.

Qualifications: 
Minimum 5 years recruiting experience
Proven success partnering with hiring managers to implement long term staffing and hiring strategies
Strong analytical, organizational and assessment skills, proven abilities in staffing
Excellent interviewing skills for establishing rapport with candidate and gathering information for hiring decisions
Maintain high level of confidentiality regarding employee information",,,Yes,HR_Recruiting,,
Senior_Workforce_Analyst,Senior Workforce Analyst,1/1/2000,n,,,"Works with other Human Resources teams to design effective processes, taking into consideration the needs of departments, the organization's commitment to diversity, equal employment opportunity, and in accordance with applicable labor laws.  Participate in long range strategic workforce planning for the organization.",,,,Yes,HR_Workforce_Planning,,
Staff_Benefits_Analyst,Staff Benefits Analyst,1/1/2000,n,,,"Act as primary corporate office contact as well as liaison to all other offices regarding all facets of Employee Benefit Programs including design and analysis, while providing excellent customer service, expertise, and interpretation of company benefit plans.",,,,Yes,HR_Benefits,,
Director_HR_Operations,"Director, HR Operations",1/1/2000,n,,,"Responsible to develop, oversee, and manage systems and transactional processes for our employees.","This is a high impact role and will work closely with the human resources business managers and functional business leaders. The Director of HR Services will provide direction for the design, development, administration and management of all systems that balance industry best practices in alignment with the organization's growth and culture.

Duties and Responsibilities:
Provide strategy and oversight of the administration of compensation, benefits, HRIS system (Workday), and core HR activities across the employee life cycle
Responsible for the delivery and support of all of the following:
Global Benefit Programs
Compensation
HRIS (Workday is system of record)
HR analytics/metrics/turnover reporting
Immigration
Shared Services
HR Policy/Procedures/Handbook

Oversee the members and activities of the HR Operations team.
Fully leverage and maintain our newly implemented HRIS system, Workday.
Serve as the leader and keeper of HR policy, process and systems that support these.
Ensure the capture and maintenance of complete and accurate employee related data. Provide reports and insights to leadership team in order to enable better talent decision making.
Coordinate HR interactions cross-functionally with other teams as necessary, including Payroll/Finance, IT as well as other parts of the HR Team globally.
Work with other members of the HR team (including HRBPs, TA and Engagement) to support HR programs, including performance management and compensation reviews.
Support organizational change-management and other special projects.
Ensure that all HR policies and programs are compliant with the regulatory requirements in each jurisdiction.

Position Requirements:
Minimum 10 years of broad based and progressive experience in HR Operations, ideally in a fast paced, growing tech company.
4-7 years in an HR leadership role.
5+ years’ experience with HRIS platforms (Workday strongly preferred)
Outstanding execution and project management skills.
Strategic mindset but willingness to be hands on and bring a strong sense of what operational excellence looks and feels like. 
Strong attention to detail, highly analytical with the ability to evaluate complex data and make recommendations.
Strong customer service skills and collaborative approach to work and problem solving.
Ability to meet deadlines and adapt to changing conditions and generate effective and pragmatic solutions to new situations and problems as they are presented.
Ability to inspire confidence in senior leadership and other managers through timely delivery of information and plans, working independently of senior leadership, but consulting when appropriate.
Familiarity with best practices for people processes and experience in coaching managers through these processes and leading these practices, when necessary.
Desire to continually improve processes and exceed employee expectations.
Strong business acumen, attention to detail and strong sense of logic
Demonstrated ability to multitask, probe, analyze and present solution driven results
Advanced Excel and Word
Experience working with a sophisticated HRIS required, experience with Workday is a plus
Bachelor’s degree required",,,Yes,HR_Management,,
Staff_Recruiter,Staff Recruiter,1/1/2000,n,,,"Responsible for recruitment for staff and senior level, domestic and international positions while driving the successful deployment of recruitment programs across the organization.  Development of creative and innovative sourcing solutions to identify and attract passive candidates.",,,,Yes,HR_Recruiting,,
Staff_Payroll_Specialist,Staff Payroll Specialist,1/1/2000,n,,,"Responsibile for input, review, and processing of payroll for organization's employees.  Set-up new hires for payroll processing.   Process final paychecks.  Must be familiar with overtime law.  Must be able to process manual checks and calculate deductions (e.g, fica, medicare, etc.) as needed.",,,,Yes,HR_Payroll,,
Staff_Workforce_Analyst,Staff Workforce Analyst,1/1/2000,n,,,"Works with other Human Resources teams to design effective processes, taking into consideration the needs of departments, the organization's commitment to diversity, equal employment opportunity, and in accordance with applicable labor laws.  Supports manangement as appropriate in activities related to workforce planning.",,,,Yes,HR_Workforce_Planning,,
Senior_HR_Representative,Senior HR Representative,1/1/2000,n,,,"Responsible for development of HR policies and programs and facilitation of training programs (New Hire Orientation, Non-Harassment Training, Performance Management, Supervisor/Manager Orientation/Training).   Provide project support to both senior management of Human Resources organization.",,,,Yes,HR_Service_Center,,
Staff_HR_Representative,Staff HR Representative,1/1/2000,n,,,"Provides Corporate Human Resources & Payroll Department administrative support from the field office locations.  Responsible for maintaining employee information in HCM system and personnel files, coordinating the new hire process (new hire orientation).  Respond to general HR inquiries and provides interpretation when necessary.",,,,Yes,HR_Service_Center,,
Associate_General_Counsel,Associate General Counsel,1/1/2000,n,,,"The Associate General Counsel is responsible for all of the legal affairs of the company, including commercial contract matters, intellectual property management, corporate governance and securities matters (including SEC, Sarbanes-Oxley and NASDAQ listed company legal compliance and disclosure matters), and litigation.","PRIMARY RESPONSIBILITIES:
Commercial/Contracts: Provide legal advice and counseling on a variety of legal issues, including contractual and transaction matters such as procurement and vendor agreements, sales and marketing, and regulatory and compliance matters. Depending on experience, this position will support the Marketing, Sales, Operations and/or R&D teams.
Operations: Provide legal advice to manufacturing plant and distribution center management. Review and negotiate contracts with vendors and service providers.

 REQUIRED SKILLS:
Member of the Bar
Possess excellent communication skills, both verbal and written
Strong client service orientation and sense of urgency
Team player and positive attitude
Ability to deal effectively with personnel in and outside the Company",,,Yes,Legal_Management,,
Corporate_Counsel,Corporate Counsel,1/1/2000,n,,,"Provides legal services to the organization under the direction of the General Counsel, and other senior lawyers in the department on a wide variety of topics, including:intellectual property protection; licensing;  export control; antitrust; government contracting; employment law issues; and governance.",,,,Yes,Legal_Corporate,,
Senior_Counsel,Senior Counsel,1/1/2000,n,,,"Provide counsel to sales force on promotional, regulatory, and compliance issues; commercial contract negotiation, including license agreements; consulting and review on advertising and promotional materials; and consulting on HR/employment issues.",,,,,Legal_Corporate,,
Corporate_Paralegal,Corporate Paralegal,1/1/2000,n,,,"Prepares, reviews and negotiates proposed contracts, formal agreements and other legal instruments. Supports legal and contracts function by performing a variety of work relating to the organization's entities and products. Identifies, manages and communicates risks and opportunities around specific contracts.",,,,Yes,Legal_Corporate,,
Staff_Financial_Analyst,Staff Financial Analyst,1/1/2000,n,,,"Numbers tell great stories. If you're driven with a high degree of common sense, analytical prowess and great problem solving skills that's a nice start. You'll be a miner; for data that is, by developing business metrics to uncover customer insights, strategies and growth opportunities. You know customers and high volume tasks and if overdrive is your speed, show us what you've got.","Responsible for performing analyses and reports for department management under direct supervision. 
Creates weekly, monthly sales reports 
Collects, analyzes, evaluates, and reports data with focus on increased sales
Assists in publisher revenue forecast
Assists in preparation of monthly financials & financial close package",,,Yes,FA_Financial_Analysis,,
Director_Accounting,"Director, Accounting",1/1/2000,n,,,"Responsible for the accounting operations, compliance with accounting and tax policies, and reporting requirements related to revenue-generating legal entities.  Participate in Corporate Accounting strategic planning and business review processes.",,,,Yes,FA_Management,,
Director_Tax,"Director, Tax",1/1/2000,n,,,"Responsible to oversee all aspects of US and International tax compliance and tax accounting issues throughout the organization.  While supporting senior management, will be accountable for developing and implementing strategic plans in relations to tax that will compliment the organizatin's core business strategy and mission.",,,,Yes,FA_Management,,
Director_Financial_Planning_and_Analysis,"Director, Financial Planning & Analysis",1/1/2000,n,,,"Responsible for the development of the annual operating plan, financial forecasting, customer contract analysis and customer negotiations support, sales and gross profit analysis and reporting, variance and financial statement analysis and reporting, ad-hoc analyses, and sales and marketing business decision support.","The Director of Financial Planning & Analysis supports the executive team and operating partners with value added analytics.  The position reports to the Vice President, Financial Planning & Analysis and is a key member of the corporate finance team.  We have an outstanding culture and work environment and this highly visible role allows the incumbent to partner with the executive team on improving the overall business.

RESPONSIBILITIES
Lead the creation of the annual operating plan and periodic forecasts for the consolidated Company
Develop and maintain customer, product, and SKU profitability models with involvement from associated functions
Lead the development of tools and processes to continually improve the analytical capabilities and measurement processes across the Company with the goal of creating an environment where the majority of time is spent in analysis and recommendations as opposed to data gathering
Complete complex analyses, provide sensitivity analysis and data, and make sound recommendations
Lead the creation of and publication of key performance indicators and dashboard/metrics reporting; identify opportunities for improvement with functional leaders
Provide regular analysis of overall profitability (Sales, COGS, operating expenses), focusing not only on the ‘what’s’ but also the ‘whys’ to ensure root causes are understood
Help identify, structure and drive implementation of various operational improvement initiatives by working with cross functional teams in a program management office function
Assist with annual strategic planning activity for the Company
Analyze business opportunities and research company, customer, competitor, and industry trends
Work with peers in financial function to track, analyze, and report financial performance (P&L / balance sheet)
Analyze working capital trends and identify areas for improvement
Ability to seek out, implement and/or improve internal or external best practices

REQUIREMENTS
EDUCATION
Bachelor's degree in a business-related major required (Accounting or Finance preferred)
MBA preferred
CPA or CMA a plus
   
EXPERIENCE
Ten (10) to fifteen (15) years experience in a Manufacturing / Consumer Goods related environment with strong analytical and financial modeling skills with exposure to best-in-class practices
Strong FP&A analytic skills; able to clearly link financial results to operational performance drivers, generate alternatives, and drive positive change
Prior dairy related experience, or consumer packaged goods experience, is a plus 
   
TECHNICAL SKILLS
Very advanced financial modeling and technical skills (Excel) and deep grounding in contemporary financial analysis techniques
Financial systems experience preferred (OLAP cube software such as TM1)

ADDITIONAL SKILLS
Ability to switch gears quickly and work cross-functionally and collaboratively with sales, manufacturing, and distribution
Good team player with strong communication and interpersonal skills; incumbent must be sought after as a subject-matter expert who can be relied upon to provide valuable insight and recommendations
Ability to complete duties with limited direct supervision and meet deadlines in a fast-paced, changing environment
Leadership skills and the ability to present at a high level",,,Yes,FA_Management,,
Director_SEC_Reporting,"Director, SEC Reporting",1/1/2000,n,,,"Responsible to ensure compliance with all SEC filings; including 10-K, 10-Q, and Sarbanes Oxley compliance under the supervision of the CFO.  Work closely with the Legal Department, external auditors, FP/A, Accounting, and Executive Management to ensure complete, accurate, and timely filings.",,,,Yes,FA_Management,,
Senior_Financial_Analyst,Senior Financial Analyst,1/1/2000,n,,,"Assists in the preparation, analysis and distribution of financial statement packages. Ensures financial statements are generated in a timely and accurate manner. Responsibilities include internal audit function, audit research, and other projects as assigned by senior management. Maintains a positive and supportive working relationship with both internal and external customers to guide them in daily accounting related activities and helps ensure their overall success. Performs duties in accordance with company’s established Core Values and Mission Statement.",,,,Yes,FA_Financial_Analysis,,
Chief_Risk_Management_Officer,Chief Risk Management Officer,1/1/2000,n,,,"The CRMO executive is in charge of assessing and planning for potential risks in the various segments of a given business model, such as computer security, compliance, and lawsuits, to minimize the firm's liability and related management costs",,,,Yes,Executive_Management,,
Controller,Controller,1/1/2000,n,,,"Works with the CFO in preparing monthly financial reports,   evaluates the accuracy and reliability of accounting data, effectiveness of existing accounting procedures and controls, and makes recommendations for improvement.   Develop, recommend and implement accounting practices to promote consistency, applications of best practices, task automation and efficiencies.",".  Guides financial decisions by establishing, monitoring, and enforcing policies and procedures.
·  Protects assets by establishing, monitoring, and enforcing internal controls.
·  Monitors and confirms financial condition by conducting audits; providing information to external auditors.
·  Maximizes return, and limits risk, on cash by minimizing bank balances; making investments.
·  Prepares budgets by establishing schedules; collecting, analyzing, and consolidating financial data; recommending plans.
·  Achieves budget objectives by scheduling expenditures; analyzing variances; initiating corrective actions.",,,Yes,FA_Management,,
Senior_Network_Engineer,Senior Network Engineer,1/1/2000,n,,,"Responsible for designing, implementation, and provide 3rd level support for WAN LAN environment, which consists of routers and switches. This includes designing and evaluating network requirements for new product releases and supporting complex operational tasks and initiatives.",,,,Yes,IT_Systems,,
System_Administrator,System Administrator,1/1/2000,n,,,"Responsible for system operations, and managing the full cycle of systems installation, maintenance, and troubleshooting procedures.  Determine and recommend hardware and software requirements.",,,,Yes,IT_Systems,,
Senior_IT_Analyst,Senior IT Analyst,1/1/2000,n,,,"Responsible for troubleshooting and resolving IT related issues, supporting both corporate and field-based teams in a technically diverse workforce.  Support end users using desktops and laptops installed with various operating system, as well as supporting field sales users with mobile devices.",,,,Yes,IT_HelpDesk,,
Tax_Accountant,Tax Accountant,1/1/2000,n,,,"Responsible for organization's entities tax return preparation, working trial balance and general ledger account analysis, tax planning and tax research.  Work involves consolidated returns as well as multi-state tax return issues.",,,,Yes,FA_Accounting,,
Tax_Specialist,Tax Specialist,1/1/2000,n,,,"Responsible to evaluate and find solutions for complex tax issues for the organization's entities leveraging technical skills in interpretation and application of relevant tax laws. Regularly contribute to the development of new or improved tax processes, concepts, techniques, and standards. Serve as consultant to business managers on all major tax matters pertaining to the tax department's policies, plans, and objectives.",,,,Yes,FA_Accounting,,
Manager_Accounts_Payable,"Manager, Accounts Payable",1/1/2000,n,,,"Responsible for overseeing all aspects of accounts payable, reconciling vendor accounts, reconciling accounts payable to the general ledger, resolving and inquiries or issues and preparing reports for management. Provide leadership in a team environment working closely with all AP Analysts.",,,,Yes,FA_Management,,
Manager_Accounts_Receivable,"Manager, Accounts Receivable",1/1/2000,n,,,Responsible for managing a full range of accounts receivable functions including billing clients for services provided during the month across multiple divisions and resolving customer issues leading to timely collection of receivables.,,,,Yes,FA_Management,,
Accounting_Specialist_AP,Accounting Specialist - AP,1/1/2000,n,,,"As an accounting team member you will provide efficient, timely and accurate financial and administrative services to our vendors and suppliers using a modern system to input data, generate reports, conduct research projects, and respond to inquiries as well as assisting with any vendor resolution disputes.","·  Reconciles AP entries processed by validating balances to system reports ·  Answers AP requests/inquiries from vendors, buyer and employees  
·  Charges expenses to accounts and cost centers by analyzing invoice/expense reports; recording entries
·  Pays vendors, resolves purchase orders, contracts, invoices, and payment discrepancies
·  Maintains accounting ledgers by verifying and posting account transactions",,,Yes,FA_Accounting,,
Accounting_Specialist_AR,Accounting Specialist - AR,1/1/2000,n,,,"In our department everybody counts. You love to dig into issues, have excellent analytical skills, are detail-oriented, results-focused and know what it takes to sustain good customer relationships.  You will be responsible for managing customer accounts and all aspects of the accounts receivable portfolio/life cycle to maximize and improve cash flow efficiencies.","·  Posts customer payments by recording cash, checks, and credit card transactions
·  Posts revenues by verifying and entering transactions from bank, online, and orbital deposits
·  Collects revenue by reminding delinquent accounts; notifying customers of insufficient payments and reconciling monthly customer statements
·  Reviews and collects customer payments over 90 days outstanding
·  Responsible for monthly reconciliation of aged receivables to the general ledger
·  Monitor KPI focusing on DSO in an effort to measure and reduce overall DSO",,,Yes,FA_Accounting,,
Senior_Accountant,Senior Accountant,1/1/2000,n,,,"Lead role responsible for performing the monthly general ledger close and assisting more junior staff with completing their assignments.  Review other's work for accuracy, prepare month-end financial reports, analyze and reconcile general ledger accounts, identify and explain deviations from budget./",,,,Yes,FA_Accounting,,
Director_Information_Technology,"Director, Information Technology",1/1/2000,n,,,Responsible for all aspects of IT operations and service delivery (voice and data & distributed systems) and directly managing the applications as well as indirectly working with all other IT areas (Infrastructure).,"Duties: 
Design, develop, implement and operate organizational enterprise information systems, software applications, and related infrastructure.
Implement, support and maintain all internal employee productivity infrastructure including servers, desktops, phones and networks.
Keep current with trends and issues in the IT industry, including current technologies and prices.
Advise, counsel and educate on their competitive or financial impact.
Oversee the software development of mission-critical applications and technology to support the company’s goals and provide direction and leadership to one or more development teams.
Leading technology planning. Driving the implementation of best practices throughout the IT organization, while governing control and ensuring objectives are achieved.
Development of organization-wide systems standards (hardware, software, network systems) policies and procedures.
Manage, develop and train a team of high performing software and hardware engineers.
Manage multiple, concurrent software development projects and endure high quality and timely releases.
Ensure metrics are in place to monitor and measure software development projects, ongoing support and maintenance activities.
Perform resource allocation, project prioritization, lead, direct and oversee Program and Project Management processes and resources.
Expert level understanding multi-tier web applications development and architecture including responsible design and mobile
Experience with Program and Project Management
Expert level of understanding of computing infrastructure components including cloud platforms.
Assists IT support staff in their daily functions as required.

Required: 
Bachelor’s degree required in Computer Science.
5 - 10 years of progressive information systems management experience.
Experience managing programmers using HTML, XML, XFORMS, XSLT, SOLR, Hibernate, Tomcat and JavaScript required.
Excellent written/oral interpersonal skills.
Excellent organizational/analytical skills, time and project management skills
Knowledgeable of HIPAA Privacy Rules
Willingness to be on-call",,,Yes,IT_Management,,
Manager_IT_HelpDesk,"Manager, IT HelpDesk",1/1/2000,n,,,"Responsible for the delivery of 24x7 production support for the organization’s global applications including web sites, reporting applications, the enterprise applications and data-related processing.  Own the communication process between IT and the business for all support-related activities, and ensure that all issues are tracked, prioritized and actioned in accordance with agreed upon SLAs.",,,,Yes,IT_Management,,
